OBJECTID,OFT_1,STREET_O_N,STREET_F_N,STREET_T_N,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION,SEALCOAT_Y,SEALCOAT_C,OVERLAY_YR,PCI,PCI_BRANCH,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION,REFNO_ALL,join_X,join_Y,join_Objectid,join_Call_Taken,join_Location,join_Latitude,join_Longitude,join_Ward,join_Community,join_Neighborho,join_Tow_Zone,join_Day,join_Snow_Emerg,distance
"5923","015300780088",15TH AVE SE,7TH ST SE,8TH ST SE,MSA,"233","2",ASPHALT9,CRUSH.CONC,"2004",,"2006","1",,"80",,"409",,,2013-10-01T00:00:00.000Z,"1546",-93.232447,44.983114,"2229",2019-02-14T00:00:00.000Z,1423 7TH ST SE,44.983114,-93.232447,"3",University,Marcy Holmes,"4","3",Westminster,0.000451720803674627
"5924","015313453003",15TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,"2984","4",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","613",,,2013-06-14T00:00:00.000Z,"1550",-93.230771,44.989162,"2935",2019-02-13T00:00:00.000Z,1042 15TH AVE SE,44.989162,-93.230771,"1",University,Como,"4","2",Westminster,5.08205571416111e-06
"5925","015400522618",15TH ST E,5TH AVE S,PORTLAND AVE,MSA,"281","3",ASPH/CONC,UNKNOWN,"1966",,,,"2012","100",,"330",,,2012-11-01T00:00:00.000Z,"1556",-93.268949,44.968235,"1502",2019-02-13T00:00:00.000Z,1430 5TH AVE S,44.968235,-93.268949,"7",Central,Elliot Park,"3","2",Westminster,0.000175686654137661
"5926","015413261508",15TH ST E,CHICAGO AVE,ELLIOT AVE,RES,"2874","3",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","387",,,2013-06-20T00:00:00.000Z,"1559",-93.26238,44.967871,"2108",2019-02-14T00:00:00.000Z,811 15TH ST E,44.967871,-93.26238,"6",Central,Elliot Park,"3","3",Westminster,0.000123728633162512
"5927","015401120097",15TH ST E,11TH AVE S,9TH ST S,RES,"2874","4",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","192",,,2013-06-20T00:00:00.000Z,"1561",-93.257645,44.968012,"3378",2019-02-13T00:00:00.000Z,1120 15TH ST E,44.968012,-93.257645,"6",Central,Elliot Park,"3","2",Westminster,2.04431475862311e-05
"5928","021205840574",21ST AVE S,58TH ST E,57TH ST E,RES,"2627","4",ASPHALT7m,CLASS 3,"1972",,,,"2011",,"88","621",,,2014-08-05T00:00:00.000Z,"1978",-93.239998,44.899027,"3757",2019-02-13T00:00:00.000Z,5504 STANDISH AVE S,44.899027,-93.239998,"11",Nokomis,Wenonah,"6","2",Westminster,0.002484871967631
"5929","021205740564",21ST AVE S,57TH ST E,56TH ST E,RES,"2627","4",ASPHALT7m,CLASS 3,"1972",,,,"2011",,"88","682",,,2014-08-05T00:00:00.000Z,"1980",-93.239958,44.901151,"2119",2019-02-14T00:00:00.000Z,5611 STANDISH AVE S,44.901151,-93.239958,"11",Nokomis,Wenonah,"6","1",Westminster,0.00246049357526057
"5930","021204340424",21ST AVE S,43RD ST E,42ND ST E,RES,"2743","4",ASPHALT7,CRUSH.CONC,"1986",,"1995","2",,,"65","658",,,2013-07-10T00:00:00.000Z,"1982",-93.242203,44.927595,"1914",2019-02-14T00:00:00.000Z,4133 21ST AVE S,44.927595,-93.242203,"12",Powderhorn,Standish,"6","3",Westminster,0.000676583703762145
"5931","021243640364",21ST AVE S,36 1/2 ST E,36TH ST E,RES,"2735","4",ASPHALT7,CRUSH.CONC,"1983",,"1999","3",,,"69","331",,,2013-07-11T00:00:00.000Z,"1989",-93.243478,44.937112,"1444",2019-02-13T00:00:00.000Z,3620 19TH AVE S,44.937112,-93.243478,"12",Powderhorn,Standish,"6","2",Westminster,0.00120368031128677
"5932","021203440334",21ST AVE S,34TH ST E,33RD ST E,RES,"2729","13",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","582",,,2013-07-08T00:00:00.000Z,"1992",-93.242376,44.944011,"2940",2019-02-13T00:00:00.000Z,3218 21ST AVE S,44.944011,-93.242376,"9",Powderhorn,Corcoran,"6","2",Westminster,0.00108255845872504
"5933","210532070460",KNOX AVE N,MEMORIAL PKWY,46TH AVE N,RES,"2725","5",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","513",,,2011-06-21T00:00:00.000Z,"9308",-93.30394,45.036631,"2546",2019-02-14T00:00:00.000Z,4433 LOGAN AVE N,45.036631,-93.30394,"4",Camden,Webber - Camden,"1","3",Westminster,0.00114563536739004
"5934","220117041809",LAGOON AVE,GIRARD AVE S,HENNEPIN AVE,CSAH,"043","2",ASPH/CONC,UNKNOWN,"1960",,,,"2005",,,"329",,,,"9336",-93.296841,44.950681,"3592",2019-02-13T00:00:00.000Z,2848 GIRARD AVE S,44.950681,-93.296841,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,0.00143822818134747
"5935","220300220032",LAKE ST E,2ND AVE S,3RD AVE S,CSAH,"003","6",ASPH/PA-CO,UNKNOWN,"1955",,,,"1997",,,"329",,,,"9352",-93.272871,44.949641,"1199",2019-02-13T00:00:00.000Z,2910 3RD AVE S,44.949641,-93.272871,"6",Phillips,Phillips West,"3","2",Westminster,0.00128933018922076
"5936","220301220132",LAKE ST E,12TH AVE S,13TH AVE S,CSAH,"003","7",ASPHALT9,UNKNOWN,"2006",,,,,,,"328",,,,"9365",-93.256402,44.948626,"2351",2019-02-14T00:00:00.000Z,2929 13TH AVE S,44.948626,-93.256402,"9",Phillips,Midtown Phillips,"3","3",Westminster,0.00026286085539396
"5937","220302720282",LAKE ST E,27TH AVE S,28TH AVE S,CSAH,"003","9",ASPHALT9,UNKNOWN,"2006",,,,,,,"411",,,,"9383",-93.230387,44.947327,"245",02/13/2019 01:06pm,"3026 29th ave so,Minneapolis,MN",44.947327,-93.230387,"2",Longfellow,Longfellow,"6","2",Westminster,0.00159491057381218
"5938","340213113332",XERXES AVE S,SOUTH CEDAR LAKE RD,SOUTH WAYZATA BLVD,RES,"2989","5",ASPHALT7m,S.GRAN.MAT.,"1973","2005","2006","1",,,"89","232",,,2014-06-03T00:00:00.000Z,"12448",-93.312124,44.976147,"2253",2019-02-14T00:00:00.000Z,33 SHERIDAN AVE N,44.976147,-93.312124,"7",Calhoun Isle,Bryn - Mawr,"3","3",Westminster,0.00891871951327203
"5939","350305390529",YORK AVE S,53RD ST W,52ND ST W,RES,2612S,"7",ASPHALT7,BIT.ST.SOIL,"1969",,"1998","3",,,"60","657",,,2013-09-19T00:00:00.000Z,"12457",-93.321357,44.909335,"4298",2019-02-13T00:00:00.000Z,5150 ZENITH AVE S,44.909335,-93.321357,"13",Southwest,Fulton,"5","2",Westminster,0.00133631783609397
"5940","250503540344",OAKLAND AVE,35TH ST E,34TH ST E,RES,"2647","4",ASPHALT7m,S.GRAN.MAT.,"1975",,"1995","3",,,"65","658",,,2013-05-31T00:00:00.000Z,"10381",-93.266154,44.941425,"1376",2019-02-13T00:00:00.000Z,634 34TH ST E,44.941425,-93.266154,"9",Powderhorn,Central,"5","2",Westminster,0.000237756570783522
"5941","250700802520",OLIVER AVE N,8TH AVE N,OLSON MEMORIAL HWY FRTG RD N,RES,"2624","1",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","503",,,2012-11-01T00:00:00.000Z,"10408",-93.307035,44.98712,"4165",2019-02-13T00:00:00.000Z,902 OLIVER AVE N,44.98712,-93.307035,"5",Near North,Near - North,"1","2",Westminster,0.00103779600727151
"5942","222627022610",LOWRY AVE N,QUEEN AVE N,PENN AVE N,CSAH,"153","2",ASPHALT9,UNKNOWN,"2008",,,,,,,"331",,,,"9602",-93.308846,45.01242,"1012",2019-02-13T00:00:00.000Z,3010 QUEEN AVE N,45.01242,-93.308846,"5",Near North,Jordan,"1","2",Westminster,0.000845845196117708
"5943","232303840374",MINNEHAHA AVE,38TH ST E,37TH ST E,CSAH,"048","3",ASPH/CONC,UNKNOWN,"1957",,,,"1997",,,"649",,,,"9960",-93.225863,44.934478,"3088",2019-02-13T00:00:00.000Z,3754 SNELLING AVE S,44.934478,-93.225863,"12",Longfellow,Howe,"6","2",Westminster,0.00139167821896715
"5944","002600910101",2ND ST NE,9TH AVE NE,10TH AVE NE,MSA,"226",2B,ASPH/CONC,UNKNOWN,"1956",,,,"2012","100",,"398",,,2012-11-01T00:00:00.000Z,"216",-93.264635,44.999523,"1049",2019-02-13T00:00:00.000Z,1124 3RD ST NE,44.999523,-93.264635,"3",Northeast,Sheridan,"2","2",Westminster,0.00150855841376937
"5945","291704240414",SNELLING AVE,42ND ST E,41ST ST E,MSA,"318","1",ASPHALT9,CRUSH.CONC,"1979",,"2012","4",,"87",,"741",,,2013-10-28T00:00:00.000Z,"11264",-93.220702,44.927304,"3020",2019-02-13T00:00:00.000Z,4152 SNELLING AVE S,44.927304,-93.220702,"12",Longfellow,Hiawatha,"6","2",Westminster,1.53754704290093e-05
"5946","300805690559",THOMAS AVE S,56TH ST W,55TH ST W,RES,"2755","4",ASPHALT7,CRUSH.CONC,"1982",,,,"2012",,"100","658",,,2012-11-01T00:00:00.000Z,"11611",-93.312491,44.90217,"4054",2019-02-13T00:00:00.000Z,5530 CUMBERLAND RD,44.90217,-93.312491,"13",Southwest,Armatage,"5","2",Westminster,0.00123884037268067
"5947","320804900500",VINCENT AVE N,49TH AVE N,50TH AVE N,RES,"2881","3",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","668",,,2014-07-28T00:00:00.000Z,"11911",-93.316899,45.045617,"2731",2019-02-14T00:00:00.000Z,4929 VINCENT AVE N,45.045617,-93.316899,"4",Camden,Shingle Creek,"1","3",Westminster,7.58498193037091e-06
"5948","340205090499",XERXES AVE S,50TH ST W,49TH ST W,MSA,"204","1",ASPH/CONC,UNKNOWN,"1958",,,,"2009","76",,"663",,,2013-09-23T00:00:00.000Z,"12431",-93.317664,44.913955,"4453",2019-02-13T00:00:00.000Z,4912 WASHBURN AVE S,44.913955,-93.317664,"13",Southwest,Fulton,"5","2",Westminster,0.00119792428948015
"5949","161803192204",FREMONT AVE S,31ST ST W,LAKE ST W,RES,"2768","2",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","643",,,2012-11-19T00:00:00.000Z,"8394",-93.295575,44.946328,"1176",2019-02-13T00:00:00.000Z,3102 FREMONT AVE S,44.946328,-93.295575,"10",Calhoun Isle,CARAG,"5","2",Westminster,0.000327733767666829
"5950","161822152215",FREMONT AVE S,LINCOLN AVE,LINCOLN AVE,RES,"2767","6",ASPHALT7,CRUSH.CONC,"1988",,"2000","2",,,"69","111",,,2013-07-29T00:00:00.000Z,"8404",-93.294698,44.964086,"68",02/13/2019 10:07am,"1906 Emerson ave s ,Minneapolis,MN",44.964086,-93.294698,"7",Calhoun Isle,Lowry Hill,"3","2",Westminster,0.000924443448625338
"5951","170105890579",GARFIELD AVE,58TH ST W,57TH ST W,RES,"2629","3",ASPHALT7m,S.GRAN.MAT.,"1971",,,,"2009",,"100","661",,,2009-11-01T00:00:00.000Z,"8417",-93.288798,44.896332,"1198",2019-02-13T00:00:00.000Z,628 59TH ST W,44.896332,-93.288798,"11",Southwest,Windom,"5","2",Westminster,0.00232470943098315
"5952","170103990389",GARFIELD AVE,39TH ST W,38TH ST W,RES,"2686","3",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","662",,,2012-09-25T00:00:00.000Z,"8435",-93.286943,44.933804,"1804",2019-02-14T00:00:00.000Z,3817 GARFIELD AVE S,44.933804,-93.286943,"8",Southwest,King Field,"5","3",Westminster,7.54356083458369e-06
"5953","170215013328",GARFIELD ST NE,EAST HENNEPIN AVE,WINTER ST NE,LOCAL,GARFD,"1",ASPHALT9,CLASS 7,"2013",,"2014","1",,"100",,"659",,,2013-11-01T00:00:00.000Z,"8451",-93.233309,44.993286,"65",02/13/2019 10:06am,"1202 winter st ne,Minneapolis,MN",44.993286,-93.233309,"1",University,Como,"2","2",Westminster,5.75591686982419e-06
"5954","170302100220",GIRARD AVE N,21ST AVE N,22ND AVE N,RES,"2740","1",ASPHALT7,CRUSH.CONC,"1991",,"2001","2",,,"64","458",,,2012-05-04T00:00:00.000Z,"8482",-93.29675,45.00082,"3334",2019-02-13T00:00:00.000Z,2112 GIRARD AVE N,45.00082,-93.29675,"5",Near North,Jordan,"1","2",Westminster,0.000421689559131589
"5955","291102102316",SHERIDAN AVE N,21ST AVE N,MCNAIR AVE,RES,"2668","6",ASPHALT7m,S.GRAN.MAT.,"1977",,"1996","3",,,"54","570",,,2013-06-13T00:00:00.000Z,"11187",-93.312912,45.002383,"2823",2019-02-14T00:00:00.000Z,2515 23RD AVE N,45.002383,-93.312912,"5",Near North,Willard - Hay,"1","3",Westminster,0.000890697104560568
"5956","291104100420",SHERIDAN AVE N,41ST AVE N,42ND AVE N,RES,"2610","5",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"82","657",,,2012-05-01T00:00:00.000Z,"11206",-93.312854,45.029545,"3081",2019-02-13T00:00:00.000Z,2612 41ST AVE N,45.029545,-93.312854,"4",Camden,Victory,"1","2",Westminster,0.000574458856263078
"5957","291703340324",SNELLING AVE,33RD ST E,32ND ST E,MSA,"318","2",ASPHALT9,UNKNOWN,"1973",,"2012","5",,"85",,"743",Sealcoat Exception: ONLY 38TH - 34TH ST WAS S.C. IN 2012,,2013-10-28T00:00:00.000Z,"11273",-93.232969,44.944191,"3177",2019-02-13T00:00:00.000Z,3212 SNELLING AVE S,44.944191,-93.232969,"9",Longfellow,Longfellow,"6","2",Westminster,4.82815835609837e-06
"5958","292020013204",SPRING ST NE,JACKSON ST NE,VAN BUREN ST NE,MSA,"203","3",ASPHALT9,CLASS 5,"1970",,"2007","4",,"81",,"329",Pavement Exception: CENTRAL-HARRISON WAS PAVED IN 1987 WITH CENTRAL BRG. PROJ.,,2013-08-23T00:00:00.000Z,"11314",-93.249885,44.995193,"3502",2019-02-13T00:00:00.000Z,606 JACKSON ST NE,44.995193,-93.249885,"3",Northeast,St. Anthony East,"2","2",Westminster,0.000103568648029165
"5959","036123291108",36TH AVE NE,MONROE ST NE,ARCHITECT AVE,RES,"2650","14",ASPHALT7m,S.GRAN.MAT.,"1974",,"2001","4",,,"75","478",,,2012-11-13T00:00:00.000Z,"3955",-93.253987,45.032596,"3972",2019-02-13T00:00:00.000Z,3543 VALLEY ST NE,45.032596,-93.253987,"1",Northeast,Columbia Park,"2","2",Westminster,0.00197924977807085
"5960","110803610371",ARCHITECT AVE,36TH AVE NE,37TH AVE NE,RES,"2650","9",ASPHALT7m,S.GRAN.MAT.,"1974",,"2001","4",,,"75","705",,,2012-11-13T00:00:00.000Z,"6689",-93.246347,45.034706,"4783",2019-02-14T00:00:00.000Z,3641 TYLER ST NE,45.034706,-93.246347,"1",Northeast,Waite Park,"2","3",Westminster,0.00349851529463489
"5961","025300483111",25TH AVE SE,4TH ST SE,U OF M TRANSITWAY,MSA,"446","2",ASPHALT9,CLASS 5,"2011",,"2013","1",,"100",,"245",,,2011-11-01T00:00:00.000Z,"2444",-93.220938,44.974234,"700",2019-02-12T00:00:00.000Z,620 25TH AVE SE,44.974234,-93.220938,"2",University,Prospect Park - East River Road,"4","1",Westminster,0.000389651765324333
"5962","332905140504",WOODLAWN BLVD,51ST ST E,50TH ST E,RES,"2613","1",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"78","685",,,2013-10-21T00:00:00.000Z,"12381",-93.232172,44.912415,"706",2019-02-12T00:00:00.000Z,5006 28TH AVE S,44.912415,-93.232172,"12",Nokomis,Keewaydin,"6","1",Westminster,0.000806908026768566
"5963","110811080361",ARCHITECT AVE,ARCHITECT AVE,36TH AVE NE,RES,"2650","9",ASPHALT7m,S.GRAN.MAT.,"1974",,"2001","4",,,"75","331",,,2012-11-13T00:00:00.000Z,"6687",-93.253987,45.032596,"3972",2019-02-13T00:00:00.000Z,3543 VALLEY ST NE,45.032596,-93.253987,"1",Northeast,Columbia Park,"2","2",Westminster,0.00352193276192591
"5964","006602610271",6TH ST NE,26TH AVE NE,27TH AVE NE,RES,"2751","1",ASPHALT7,CRUSH.CONC,"1987",,"2000","3",,,"72","697",,,2014-07-30T00:00:00.000Z,"782",-93.257949,45.016546,"3022",2019-02-13T00:00:00.000Z,2646 7TH ST NE,45.016546,-93.257949,"1",Northeast,Holland,"2","2",Westminster,0.00109013674459695
"5965","004800730063",4TH ST SE,7TH AVE SE,6TH AVE SE,STH,952A,"4",ASPH/CONC,UNKNOWN,"1954",,,,,,,"413",,,,"549",-93.245605,44.984376,"4722",2019-02-14T00:00:00.000Z,327 7TH AVE SE,44.984376,-93.245605,"3",University,Marcy Holmes,"4","3",Westminster,2.91998144249925e-05
"5966","009100263105",9TH AVE NE,2ND ST NE,UNIVERSITY AVE NE,LOCAL,09AVNE,"3",ASPHALT9,UNKNOWN,"1971",,,,,"55",,"415",,,2009-09-18T00:00:00.000Z,"981",-93.264635,44.999523,"1049",2019-02-13T00:00:00.000Z,1124 3RD ST NE,44.999523,-93.264635,"3",Northeast,Sheridan,"2","2",Westminster,0.00230514750449257
"5967","043203142203",43RD AVE S,31ST ST E,LAKE ST E,RES,"2713","7",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","561",,,2013-11-01T00:00:00.000Z,"4929",-93.212151,44.946811,"2437",2019-02-14T00:00:00.000Z,4215 31ST ST E,44.946811,-93.212151,"2",Longfellow,Cooper,"6","3",Westminster,0.00076768803069677
"5968","110305000510",ALDRICH AVE N,50TH AVE N,51ST AVE N,RES,"2880","11",ASPHALT7,CRUSH.CONC,"1993",,"2010","2",,,"86","658",,,2011-06-14T00:00:00.000Z,"6640",-93.290207,45.04609,"4308",2019-02-13T00:00:00.000Z,5010 ALDRICH AVE N,45.04609,-93.290207,"4",Camden,Lind - Bohanon,"1","2",Westminster,1.1289117561667e-05
"5969","110404090399",ALDRICH AVE S,40TH ST W,39TH ST W,RES,"2686","2",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","662",,,2012-09-25T00:00:00.000Z,"6662",-93.289578,44.93214,"3329",2019-02-13T00:00:00.000Z,3904 ALDRICH AVE S,44.93214,-93.289578,"10",Southwest,East Harriet,"5","2",Westminster,5.32612401522048e-05
"5970","110403490339",ALDRICH AVE S,34TH ST W,33RD ST W,RES,"2768","4",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","583",,,2012-11-19T00:00:00.000Z,"6668",-93.289456,44.942506,"3202",2019-02-13T00:00:00.000Z,3316 ALDRICH AVE S,44.942506,-93.289456,"10",Calhoun Isle,CARAG,"5","2",Westminster,1.43847795435305e-05
"5971","110402690259",ALDRICH AVE S,26TH ST W,25TH ST W,RES,"2773","3",ASPHALT7,CRUSH.CONC,"1996",,"1997","1",,,"73","653",Pavement Exception: CURVED PVMT BY I-94 WAS RECONST IN 2005 W/ TRAIL BRG PROJ. #SP-090-14,,2013-10-03T00:00:00.000Z,"6676",-93.289302,44.955972,"2469",2019-02-14T00:00:00.000Z,2549 ALDRICH AVE S,44.955972,-93.289302,"10",Calhoun Isle,Lowry Hill East,"3","3",Westminster,9.40551669239623e-06
"5972","240302500260",NEWTON AVE N,25TH AVE N,26TH AVE N,RES,"2614","1",CONCRETE7,S.GRAN.MAT.,"1970",,,,,,"75","324",,,2011-04-29T00:00:00.000Z,"10184",-93.304414,45.006174,"4164",2019-02-13T00:00:00.000Z,2600 MORGAN AVE N,45.006174,-93.304414,"5",Near North,Jordan,"1","2",Westminster,0.00127872709377431
"5973","240505040494",NICOLLET AVE,50TH ST E,49TH ST E,MSA,"430","3",ASPHALT9,CRUSH.CONC,"2003",,"2004","1",,"90",,"536",,,2013-09-23T00:00:00.000Z,"10237",-93.279271,44.916051,"3005",2019-02-13T00:00:00.000Z,20 48TH ST W,44.916051,-93.279271,"11",Southwest,Tangletown,"5","2",Westminster,0.0022321290334787
"5974","241900670057",NICOLLET MALL,6TH ST S,5TH ST S,LOCAL,NICMAL,"2",CONCRETE9,CLASS 5,"1990",,,,,"67",,"390",,,2009-10-02T00:00:00.000Z,"10290",-93.265821,44.975475,"166",02/13/2019 11:48am,"412 6th st ,Minneapolis,MN",44.975475,-93.265821,"7",Central,Downtown West,"3","2",Westminster,0.00587505185834139
"5975","270205100520",QUEEN AVE N,51ST AVE N,52ND AVE N,MSA,"273","1",ASPHALT9,CRUSH.CONC,"1996",,,,,"92",,"664",,,2011-09-02T00:00:00.000Z,"10973",-93.311358,45.04947,"1536",2019-02-13T00:00:00.000Z,2418 52ND AVE N,45.04947,-93.311358,"4",Camden,Shingle Creek,"1","2",Westminster,0.000741597467081693
"5976","270322180409",QUEEN AVE S,LINDEN HILLS BLVD,40TH ST W,PRKBD,QUEES,"1",ASPHALT,UNKNOWN,"1940",,"2013","1","2012","100",,"189",,,2012-11-01T00:00:00.000Z,"10988",-93.316506,44.93184,"2632",2019-02-14T00:00:00.000Z,3907 VINCENT AVE S,44.93184,-93.316506,"13",Southwest,Linden Hills,"5","3",Westminster,0.00665622642074933
"5977","270441810191",QUINCY ST NE,18 1/2 AVE NE,19TH AVE NE,RES,"2727","5",ASPHALT7,CRUSH.CONC,"1980",,"2001","3",,,"67","360",,,2012-05-09T00:00:00.000Z,"11001",-93.250962,45.007723,"3550",2019-02-13T00:00:00.000Z,1852 QUINCY ST NE,45.007723,-93.250962,"1",Northeast,Logan Park,"2","2",Westminster,2.81915362509558e-05
"5978","281801730183",ROLLINS AVE SE,17TH AVE SE,18TH AVE SE,RES,"2584","12",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","379",,,2012-07-13T00:00:00.000Z,"11065",-93.227572,44.985358,"3349",2019-02-13T00:00:00.000Z,1716 ROLLINS AVE SE,44.985358,-93.227572,"2",University,Como,"4","2",Westminster,6.74018157378052e-06
"5979","282300502521",RUSSELL AVE N,5TH AVE N,OLSON MEMORIAL HWY FRTG RD S,RES,"2947","3",ASPHALT7,CEM.ST.SOIL,"1963","2001","2012","2",,,"76","489",,,2014-08-20T00:00:00.000Z,"11077",-93.311046,44.982743,"2176",2019-02-14T00:00:00.000Z,503 RUSSELL AVE N,44.982743,-93.311046,"5",Near North,Harrison,"3","3",Westminster,3.78467702866799e-05
"5980","006801030113",6TH ST SE,10TH AVE SE,11TH AVE SE,RES,"2986","8",ASPHALT7m,S.GRAN.MAT.,"1976","2003","2004","1",,,"70","412",,,2014-07-29T00:00:00.000Z,"813",-93.239662,44.984613,"3497",2019-02-13T00:00:00.000Z,916 6TH ST SE,44.984613,-93.239662,"3",University,Marcy Holmes,"4","2",Westminster,1.17829333856237e-05
"5981","007100460056",7TH AVE NE,4TH ST NE,5TH ST NE,RES,"2596",8A,ASPHALT7,CRUSH.ROCK,"1965",,"1998","3",,,"76","413",Pavement Exception: Overlaid in 1979,,2013-06-12T00:00:00.000Z,"833",-93.258559,44.996284,"1491",2019-02-13T00:00:00.000Z,630 5TH ST NE,44.996284,-93.258559,"3",Northeast,St. Anthony West,"2","2",Westminster,0.000442031666565551
"5982","007700320022",7TH ST S,3RD AVE S,2ND AVE S,MSA,"221","3",ASPH/CONC,UNKNOWN,"1953",,,,"2011","88",,"412",,,2013-09-11T00:00:00.000Z,"874",-93.265821,44.975475,"166",02/13/2019 11:48am,"412 6th st ,Minneapolis,MN",44.975475,-93.265821,"7",Central,Downtown West,"3","2",Westminster,0.00235359980434589
"5983","340112400330",XERXES AVE N,WEST BROADWAY FRNTG RD N,33RD AVE N,RES,"2630","1",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"73","465",,,2010-05-14T00:00:00.000Z,"12396",-93.316172,45.011421,"2795",2019-02-14T00:00:00.000Z,2905 30TH AVE N,45.011421,-93.316172,"4",Near North,Jordan,"1","3",Westminster,0.00317773229094919
"5984","292018201403",SPRING ST NE,HOOVER ST NE,DELANO ST NE,MSA,"436","4",CONCRETE9,CLASS 5,"1969",,,,,"77",,"326",,,2010-07-22T00:00:00.000Z,"11324",-93.216397,44.99105,"1290",2019-02-13T00:00:00.000Z,1094 26TH AVE SE,44.99105,-93.216397,"1",University,Como,"4","2",Westminster,0.00413821356405599
"5985","292118091803",SPRUCE PL,HENNEPIN AVE,HARMON PL,MSA,"186","1",ASPHALT9,S.GRAN.MAT.,"1979",,"2012","2",,"82",,"405",,,2013-08-27T00:00:00.000Z,"11330",-93.280844,44.96955,"1340",2019-02-13T00:00:00.000Z,1308 SPRUCE PLACE,44.96955,-93.280844,"7",Central,Loring Park,"3","2",Westminster,0.00345862472293219
"5986","002019031822",2ND AVE N,IRVING AVE N,HUMBOLDT AVE N,MSA,"412","1",ASPHALT9,CRUSH.CONC,"1993",,"2013","2",,"88",,"326",,,2010-08-18T00:00:00.000Z,"99",-93.299323,44.979517,"2008",2019-02-14T00:00:00.000Z,245 IRVING AVE N,44.979517,-93.299323,"5",Near North,Harrison,"3","3",Westminster,0.000524993226998691
"5987","002017031617",2ND AVE N,GIRARD AVE N,FREMONT AVE N,MSA,"412","1",ASPHALT9,CRUSH.CONC,"1993",,"2013","2",,"88",,"418",,,2010-08-18T00:00:00.000Z,"101",-93.297789,44.979959,"337",02/13/2019 02:44pm,"258 humboldt Ave n,Minneapolis,MN",44.979959,-93.297789,"5",Near North,Harrison,"3","2",Westminster,0.00116053976089683
"5988","002013391103",2ND AVE N,COLFAX AVE N,ALDRICH AVE N,MSA,"412","1",ASPHALT9,CRUSH.CONC,"1993",,"2013","2",,"88",,"509",,,2010-08-18T00:00:00.000Z,"103",-93.289855,44.980134,"3993",2019-02-13T00:00:00.000Z,308 BRYANT AVE N,44.980134,-93.289855,"5",Near North,Sumner - Glenwood,"3","2",Westminster,0.00119138968233944
"5989","002000650055",2ND AVE N,6TH ST N,5TH ST N,MSA,"208","2",ASPHALT9,UNKNOWN,"1991",,"2009","2",,"96",,"430",,,2013-10-01T00:00:00.000Z,"107",-93.272726,44.986356,"750",2019-02-12T00:00:00.000Z,403 2ND ST N,44.986356,-93.272726,"3",Central,North Loop,"3","1",Westminster,0.00554876563466447
"5990","002000450035",2ND AVE N,4TH ST N,3RD ST N,MSA,"208","3",ASPHALT9,UNKNOWN,"1991",,"2009","2",,"67",,"421",,,2013-10-01T00:00:00.000Z,"109",-93.272726,44.986356,"750",2019-02-12T00:00:00.000Z,403 2ND ST N,44.986356,-93.272726,"3",Central,North Loop,"3","1",Westminster,0.00349970796029965
"5991","002033080025",2ND AVE N,WASHINGTON AVE N,2ND ST N,MSA,"208","5",ASPHALT9,UNKNOWN,"1986",,"2008","2",,"75",,"434",,,2013-10-01T00:00:00.000Z,"111",-93.272726,44.986356,"750",2019-02-12T00:00:00.000Z,403 2ND ST N,44.986356,-93.272726,"3",Central,North Loop,"3","1",Westminster,0.00296104148789614
"5992","132000312920",CENTRAL AVE NE,3RD AVE NE,SPRING ST NE,STH,"065","8",ASPH/CONC,UNKNOWN,"1957",,,,"2012",,,"175",,,,"7182",-93.249885,44.995193,"3502",2019-02-13T00:00:00.000Z,606 JACKSON ST NE,44.995193,-93.249885,"3",Northeast,St. Anthony East,"2","2",Westminster,0.00137494152306221
"5993","013204840474",13TH AVE S,48TH ST E,47TH ST E,RES,"2699","5",ASPHALT7,CRUSH.CONC,"1990",,"2001","2",,,"78","658",,,2012-10-16T00:00:00.000Z,"1315",-93.256208,44.914968,"896",2019-02-13T00:00:00.000Z,4832 13TH AVE S,44.914968,-93.256208,"11",Nokomis,Northrop,"6","2",Westminster,0.00112406079348827
